time,linear_x,linear_y,angular_z,thruster_surge_left,thruster_surge_right,thruster_sway_front,thruster_sway_rear
1712923666.4765227,0.006037376420455329,0.03478456868963548,-0.0013023457722738385,0.0,0.0,0.0,-0.0
1712923666.5444257,0.00719141305318176,0.03724948256690684,-0.0011228322982788086,0.0,0.0,0.0,-0.0
1712923666.6339118,0.009711604804927769,0.03378646359354538,-0.0010554520995356143,0.0,0.0,0.0,-0.0
1712923666.7939258,0.005683793608228299,0.034390801526781006,-0.0006770174368284643,0.0,0.0,0.0,-0.0
1712923666.883921,0.0060850633179571605,0.032175655895748785,-0.0005173132885829546,0.0,0.0,0.0,-0.0
1712923666.9739385,0.0060850633179571605,0.032175655895748785,-0.0003833718292298727,0.0,0.0,0.0,-0.0
1712923667.1685634,0.0034029078895574313,0.03083970799246842,-0.00011635381270025391,0.0,0.0,0.0,-0.0
1712923667.2541504,0.013311051293676438,0.0382982417099519,0.00015148463353398256,0.0,0.0,0.0,-0.0
1712923667.3440387,0.0102890569690776,0.03251419560095042,0.00032717631984269246,0.0,0.0,0.0,-0.0
1712923667.4340975,0.007879712992062825,0.035644308947385066,0.00046697160723851994,0.0,0.0,0.0,-0.0
1712923667.593913,0.010844717305964743,0.032267701486739644,0.0007983468094607815,0.0,0.0,0.0,-0.0
1712923667.6838984,0.010367370001858358,0.03195517368139602,0.0010031674610218033,0.0,0.0,0.0,-0.0
1712923667.7740977,0.010367370001858358,0.03195517368139602,0.0011016210482921451,0.0,0.0,0.0,-0.0
1712923667.8641489,0.01263763292394059,0.04198126777417312,0.0013322809245437384,0.0,0.0,0.0,-0.0
1712923667.9539256,0.008338575945257486,0.04173647400018006,0.0015454172680620104,0.0,0.0,0.0,-0.0
1712923668.044807,0.005276163450353989,0.03714233526006937,0.0016959914937615395,0.0,0.0,0.0,-0.0
1712923668.1340992,0.0063219908372015325,0.036963105053900214,0.0018731162999756634,0.0,0.0,0.0,-0.0
1712923668.2239854,0.009818186950714687,0.03351469642117479,0.0019568452262319624,0.0,0.0,0.0,-0.0
1712923668.483951,0.0029444968206161896,0.025745210485441195,0.0025278626126237214,0.0,0.0,0.0,-0.0
1712923668.5740528,0.0029444968206161896,0.025745210485441195,0.002615733537822962,0.0,0.0,0.0,-0.0
1712923668.6642025,0.0075761289619238024,0.026037880920168947,0.0027502261218614876,0.0,0.0,0.0,-0.0
1712923668.7539344,0.000614732305455053,0.017734772079936994,0.00294064125046134,0.0,0.0,0.0,-0.0
1712923668.8440108,-0.001469382889750077,0.0211850654011313,0.003137631225399673,0.0,0.0,0.0,-0.0
1712923668.9340096,0.0023040828810433358,0.03139824557843246,0.0033551216474734247,0.0,0.0,0.0,-0.0
1712923669.0240011,0.003119664533737748,0.031702592364493805,0.003450900665484369,0.0,0.0,0.0,-0.0
1712923669.13587,0.0036405952769024267,0.034010819770633915,0.0036809638841077685,0.0,0.0,0.0,-0.0
1712923669.3203623,0.0025283423139209125,0.035094665373714015,0.003978591179475188,0.0,0.0,0.0,-0.0
1712923669.4715443,0.0016710466797433278,0.030329790612587944,0.004173251683823764,0.0,0.0,0.0,-0.0
1712923669.5320756,0.0009375127787115594,0.023972217068798558,0.0044569631572812796,0.0,0.0,0.0,-0.0
1712923669.6157844,0.00259538931141741,0.028872136517384503,0.004616250633262098,0.0,0.0,0.0,-0.0
1712923669.6776526,0.005442722061444444,0.03478638102999831,0.004742899094708264,0.0,0.0,0.0,-0.0
1712923669.7640178,0.0017382763139466755,0.030385039061370685,0.004949896945618093,0.0,0.0,0.0,-0.0
1712923669.8539288,0.0027270021718158663,0.038187250169016265,0.005182486609555781,0.0,0.0,0.0,-0.0
1712923669.9439006,0.009925206333669608,0.04801847532985333,0.0053803169867023826,0.0,0.0,0.0,-0.0
1712923670.1415582,0.013628565970255323,0.05584824497175991,0.0055480538867414,0.0,0.0,0.0,-0.0
1712923670.1875644,0.004276918218665252,0.03773751953697438,0.0056789618683978915,0.0,0.0,0.0,-0.0
1712923670.264102,-0.0035418369473650636,0.015935053622084566,0.005897413589991629,0.0,0.0,0.0,-0.0
1712923670.3539329,-0.0007537508611203397,0.023362309769968316,0.006095651304349303,0.0,0.0,0.0,-0.0
1712923670.4440813,-0.003432640789065495,0.02312774479920652,0.006259573390707374,0.0,0.0,0.0,-0.0
1712923670.5340676,-0.0010555183191586538,0.027710245511005073,0.0064546066569164395,0.0,0.0,0.0,-0.0
1712923670.6239715,-0.0010555183191586538,0.027710245511005073,0.006518330308608711,0.0,0.0,0.0,-0.0
1712923670.7141075,0.001157443273036982,0.030050469647059763,0.006712280213832855,0.0,0.0,0.0,-0.0
1712923670.8839636,-0.004382218844170916,0.018140036655273903,0.007128650904633105,0.0,0.0,0.0,-0.0
1712923670.9739695,-0.006669013466897756,0.020794193525314187,0.007231784169562161,0.0,0.0,0.0,-0.0
1712923671.0641696,-0.004490698287287903,0.023144542366504477,0.0074196705827489495,0.0,0.0,0.0,-0.0
1712923671.153929,0.0001027710126457772,0.024890822489025625,0.0076041987631469965,0.0,0.0,0.0,-0.0
1712923671.2441409,0.0005998355247926444,0.026033900880622435,0.00780208851210773,0.0,0.0,0.0,-0.0
1712923671.334063,-0.0006090956435366062,0.022152545638474387,0.007992462953552604,0.0,0.0,0.0,-0.0
1712923671.4240606,-0.0006090956435366062,0.022152545638474387,0.008137398166581988,0.0,0.0,0.0,-0.0
1712923671.514057,-0.0007348883122775439,0.02738273051920824,0.008327405666932464,0.0,0.0,0.0,-0.0
1712923671.6855702,-0.002052225529507814,0.023358697220602534,0.00880242302082479,0.0,0.0,0.0,-0.0
1712923671.774198,-0.005536182768279913,0.019677477748957287,0.008921593194827437,0.0,0.0,0.0,-0.0
1712923671.8652523,-0.0036714561655810194,0.018760145161522357,0.009145681047812104,0.0,0.0,0.0,-0.0
1712923671.954176,-0.0031470615354762667,0.02107079446577273,0.009320342913269997,0.0,0.0,0.0,-0.0
1712923672.0442724,-0.005872329690904156,0.015552807026124856,0.009529744740575552,0.0,0.0,0.0,-0.0
1712923672.134431,-0.009835048861208989,0.011702482955514846,0.009776479797437787,0.0,0.0,0.0,-0.0
1712923672.2241335,-0.009835048861208989,0.011702482955514846,0.009859453421086073,0.0,0.0,0.0,-0.0
1712923672.314119,-0.00800409509573776,0.019984069725750994,0.010024088900536299,0.0,0.0,0.0,-0.0
1712923672.4842098,-0.0071405994419480555,0.018643984341773633,0.01041562226600945,0.0,0.0,0.0,-0.0
1712923672.5743072,-0.007491885319991499,0.017933833509471017,0.01048070634715259,0.0,0.0,0.0,-0.0
1712923672.6643784,-0.007902584794262636,0.022594406704511745,0.010677545331418514,0.0,0.0,0.0,-0.0
1712923672.754241,-0.011744396846660305,0.01987014361078336,0.010849758284166455,0.0,0.0,0.0,-0.0
1712923672.8441226,-0.012607550133692264,0.01781374430159275,0.011052221525460482,0.0,0.0,0.0,-0.0
1712923672.9342787,-0.006996812038139874,0.018427696970933334,0.01124675152823329,0.0,0.0,0.0,-0.0
1712923673.0241897,-0.006996812038139874,0.018427696970933334,0.011303344508633018,0.0,0.0,0.0,-0.0
1712923673.1141255,-0.004371546424783497,0.02105186682684207,0.01150995772331953,0.0,0.0,0.0,-0.0
1712923673.2840674,-0.008996735450219449,0.016201807910250603,0.011884451610967517,0.0,0.0,0.0,-0.0
1712923673.374113,-0.008076289086628382,0.01644867312767377,0.011923146899789572,0.0,0.0,0.0,-0.0
1712923673.465944,-0.00795130040857276,0.021216950303221092,0.012150457361713052,0.0,0.0,0.0,-0.0
1712923673.5541382,-0.007366751083316256,0.019654080043986822,0.012387827737256885,0.0,0.0,0.0,-0.0
1712923673.6441333,-0.0014115792145420014,0.020836121746531464,0.012613833881914616,0.0,0.0,0.0,-0.0
1712923673.7340834,-0.006216619290731024,0.02189503397077549,0.01280491636134684,0.0,0.0,0.0,-0.0
1712923673.8241565,-0.006216619290731024,0.02189503397077549,0.012910741148516536,0.0,0.0,0.0,-0.0
1712923673.914301,-0.010339638955156386,0.020003496046625213,0.013128075981512666,0.0,0.0,0.0,-0.0
1712923674.08457,-0.005947401632190921,0.02359842713878,0.013603837927803397,0.0,0.0,0.0,-0.0
1712923674.174198,-0.005612367418736212,0.021374437636550638,0.013693181332200766,0.0,0.0,0.0,-0.0
1712923674.2645218,-0.008750526506693657,0.014478323202859675,0.013913688249886036,0.0,0.0,0.0,-0.0
1712923674.3542047,-0.0074187398633213456,0.013751394675488797,0.014115072088316083,0.0,0.0,0.0,-0.0
1712923674.444243,-0.0019781349170234002,0.010933375454196693,0.014378702966496348,0.0,0.0,0.0,-0.0
1712923674.5348952,-0.0019781349170234002,0.010933375454196693,0.014620351139456034,0.0,0.0,0.0,-0.0
1712923674.6243267,-0.0018837922098036124,0.011861687392715464,0.014711929019540548,0.0,0.0,0.0,-0.0
1712923674.7144349,-0.007491502443243489,0.01479732497403521,0.014967625495046377,0.0,0.0,0.0,-0.0
