linear_x,linear_y,linear_z,thruster_surge_left,thruster_surge_right,thruster_sway_front,thruster_sway_rear,accelerations_linear_x,accelerations_linear_y,accelerations.angular_z
-0.006411984583415865,-0.015469927813525783,0.0031856164902768786,0.00348520721308887,0.008596660802140832,0.0157951177097857,2.5132741228718345,0.0,0.0,0.0
-0.0010652462481604954,-0.014757111860928577,0.005477518187653331,0.003424730384722352,0.009365135570988059,0.015990755055099726,0.0,0.0,0.0,0.0
-0.0010652462481604954,-0.014757111860928577,0.005477518187653331,0.002693270449526608,0.009203350404277444,0.016153218690305948,0.0,0.0,0.0,0.0
-0.005577203239107133,-0.009057762536497795,0.0040258738053657,0.0015818754327483475,0.008648580173030496,0.01639695232734084,0.0,0.0,0.0,0.0
-0.004668494153848019,-0.010188360194828133,0.0025749721440424035,0.00031231315006152727,0.007870358298532665,0.016626457683742046,0.0,0.0,0.0,0.0
-0.00235509439111939,-0.009576065364130328,0.003394206457895439,-0.0010473146685399115,0.006932365242391825,0.016815565526485443,0.0,0.0,0.0,0.0
-0.011409318878795085,-0.016045602549343067,0.0020704183493967868,-0.0032631997019052505,0.005313289817422628,0.017112180590629578,11.309733552923255,15.079644737231007,-1.2566370614359172,1.2566370614359172
-0.011409318878795085,-0.016045602549343067,0.0020704183493967868,-0.004816415254026651,0.004146520630456507,0.017270009964704514,19.477874452256717,27.646015351590176,-3.7699111843077517,5.026548245743669
-0.010626532721691817,-0.01971124880365876,0.002004094339572475,-0.008890047669410706,0.0002524834721953084,0.017950068693608046,27.01769682087222,34.55751918948773,3.7699111843077517,6.911503837897544
-0.007983287630005715,-0.014290808406905147,0.0002793691730886732,-0.010367808863520622,-0.0010015312873292714,0.01831447333097458,33.929200658769766,40.21238596594935,8.79645943005142,11.309733552923255
-0.006951343817357996,-0.01314975606712328,-0.0025882193283814896,-0.013559973333030939,-0.003820047772023827,0.01873845560476184,40.84070449666731,43.982297150257104,13.823007675795088,15.707963267948966
-0.00536213692578924,-0.019449298659179198,-0.004342024620054872,-0.015890540089458227,-0.0058392713544890285,0.019103017169982195,45.23893421169302,46.49557127312894,16.336281798666924,18.84955592153876
